kzt;usd;tyr
0,190571;27,8996;17,819
0,190121;27,8432;17,7053
0,193309;28,3382;17,6659
0,194351;28,521;17,8118
0,200215;29,4166;17,8039
0,1995;29,3065;17,727
0,199946;29,417;17,6864
0,200171;29,4452;17,713
0,196183;28,8576;17,7144
0,195626;28,7032;17,7781
0,196139;28,7207;17,7806
0,197618;28,9115;17,7141
0,199529;29,2709;17,6753
0,199894;29,2555;17,684
0,197785;28,9547;17,7106
0,197416;28,9037;17,7534
0,197217;28,8825;17,6828
0,197191;28,8717;17,6979
0,195951;28,7108;17,8743
0,197144;28,8569;17,7979
0,197338;28,9278;17,731
0,19696;28,8911;17,777
0,198067;29,0604;17,7019
0,19982;29,3436;17,7217
0,201468;29,6107;17,6165
0,200725;29,4905;17,6293
0,200718;29,5015;17,4684
0,201804;29,6904;17,3745
0,205691;30,3034;17,1784
0,20486;30,1872;17,0134
0,206146;30,3643;17,1144
0,207399;30,5042;17,2171
0,207558;30,5328;17,5372
0,209701;30,868;17,3437
0,213779;31,496;17,3947
0,21313;31,4122;17,3791
0,216255;31,9106;17,4027
0,217389;32,1083;17,4177
0,219634;32,4619;17,2672
0,218234;32,2201;17,3922
0,215343;31,818;17,3686
0,215511;31,8751;17,3785
0,216864;32,11;17,2722
0,219921;32,589;17,2367
0,220616;32,6799;17,2176
0,220151;32,6374;17,1347
0,219134;32,5085;17,1598
0,217028;32,2005;17,185
0,216048;32,0096;17,1458
0,21218;31,427;17,185
0,212436;31,4151;17,1038
0,21132;31,2014;17,0806
0,209764;30,9905;17,0493
0,207767;30,737;17,1155
0,209366;30,9694;17,224
0,209184;30,9257;17,3104
0,212126;31,3788;17,3959
0,211716;31,3361;17,3717
0,208302;30,8255;17,45
0,206117;30,4971;17,4448
0,206659;30,5732;17,4655
0,204546;30,2421;17,4787
0,202628;29,8977;17,4754
0,20384;30,1245;17,5317
0,207052;30,6448;17,7175
0,207255;30,683;17,6855
0,208644;30,8438;17,6622
0,206459;30,5694;17,6588
0,206091;30,5014;17,6684
0,203614;30,1033;17,5812
0,208288;30,8454;17,5986
0,206077;30,5282;17,5403
0,204435;30,2921;17,6115
0,206827;30,66;17,5854
0,208291;30,8417;17,4523
0,207646;30,7337;17,475
0,208884;30,919;17,2973
0,209394;30,9693;17,3141
0,210492;31,0612;17,2814
0,211867;31,2133;17,2546
0,213512;31,4365;17,3486
0,214515;31,5788;17,3529
0,212932;31,4117;17,2572
0,212084;31,3216;17,2657
0,212572;31,4001;17,3393
0,208924;30,8486;17,2729
0,20876;30,8099;17,2801
0,209296;30,9068;17,2903
0,210658;31,1026;17,2354
0,21094;31,1527;17,1849
0,211433;31,2308;17,2362
0,213586;31,5691;17,2171
0,212432;31,4134;17,2276
0,214083;31,6704;17,2911
0,214632;31,7655;17,3756
0,215293;31,8957;17,2764
0,214337;31,7701;17,2417
0,216106;32,0323;17,1636
0,216151;32,0519;17,1613
0,214872;31,7645;17,0138
0,213043;31,5634;17,0557
0,210914;31,2575;16,9904
0,210777;31,2266;16,9651
0,209572;31,0847;16,9651
0,212762;31,5633;17,1167
0,216232;32,0197;17,0974
0,216874;32,1961;17,0828
0,214517;31,8729;17,1013
0,213513;31,6886;17,0772
0,213374;31,6807;17,1247
0,213111;31,583;17,1828
0,215141;31,9344;17,2185
0,212643;31,5445;17,2162
0,212689;31,5428;17,1611
0,212286;31,4777;17,0497
0,210863;31,2879;17,0374
0,211114;31,3325;16,9794
0,207921;30,8752;16,9924
0,206394;30,667;17,0058
0,204603;30,36;16,984
0,20462;30,3626;16,9746
0,204277;30,3647;17,0726
0,204039;30,3131;17,0854
0,204559;30,4067;17,0805
0,203023;30,1855;16,9859
0,203352;30,2385;16,9772
0,20338;30,2324;17,0189
0,202368;30,0871;17,0198
0,199838;29,693;16,9855
0,19997;29,6795;16,9806
0,201498;29,8923;17,0207
0,201451;29,8873;17,0049
0,202796;30,0868;17,0202
0,202031;29,944;17,0406
0,203962;30,2098;16,9326
0,202533;29,9982;16,9376
0,201131;29,7805;16,9361
0,201234;29,7796;16,8397
0,201266;29,7692;16,8552
0,199566;29,449;16,9735
0,1973;29,1264;16,9513
0,196054;28,9503;17,0231
0,196475;29,0253;17,0726
0,198045;29,2889;17,0725
0,19806;29,296;17,0955
0,198054;29,2892;17,0857
0,199039;29,4508;17,0828
0,200467;29,6621;17,0738
0,199578;29,5406;17,0482
0,200565;29,6666;16,9916
0,199446;29,5091;16,9928
0,199739;29,5125;17,0057
0,200537;29,5822;16,9994
0,198773;29,3578;16,9951
0,19781;29,2224;16,9981
0,197429;29,1652;17,0146
0,197651;29,2079;16,9562
0,1979;29,2447;16,9774
0,198977;29,4038;17,0091
0,197889;29,2311;17,0844
0,196083;28,9468;17,1637
0,196936;29,0845;17,1581
0,198242;29,2853;17,2064
0,198371;29,3282;17,4041
0,19821;29,3479;17,5367
0,197715;29,2944;17,5087
0,198653;29,4285;17,6243
0,198531;29,4303;17,4398
0,199442;29,4606;17,3592
0,200601;29,6358;17,257
0,200765;29,6359;17,2817
0,201687;29,8033;17,4967
0,200169;29,569;17,5509
0,199621;29,4711;17,4715
0,201731;29,7614;17,6401
0,200791;29,6368;17,5053
0,199694;29,4978;17,5223
0,199724;29,5122;17,5299
0,199563;29,5214;17,5023
0,199506;29,488;17,3877
0,199491;29,4549;17,3327
0,198229;29,2962;17,3924
0,197891;29,277;17,2847
0,199008;29,4234;17,3121
0,198712;29,3627;17,2853
0,198344;29,3708;17,2971
0,199189;29,463;17,3713
0,200045;29,5937;17,2806
0,201579;29,8075;17,2597
0,204194;30,1891;17,224
0,204378;30,2306;17,1547
0,203983;30,1793;17,0265
0,204508;30,2652;16,9119
0,204953;30,3299;16,9257
0,209176;30,9758;16,9884
0,209002;30,9417;16,9755
0,212159;31,3921;16,9634
0,210436;31,1582;16,9476
0,209873;31,0644;16,9537
0,212345;31,3803;16,9689
0,214078;31,6247;16,8573
0,214772;31,7572;16,9015
0,214924;31,827;16,9332
0,216819;32,086;17,0115
0,2193;32,4509;17,0135
0,222347;32,9173;17,0175
0,22787;33,7384;17,0894
0,228822;34,0395;17,114
0,223059;33,2001;17,3023
0,22023;32,7889;17,1306
0,216615;32,1922;16,9379
0,220147;32,7358;17,0221
0,219096;32,5862;17,067
0,219803;32,7331;17,0957
0,218628;32,5766;16,9251
0,217362;32,3945;16,9411
0,215843;32,1315;16,8759
0,218442;32,5315;17,049
0,218592;32,5166;17,0098
0,220745;32,9054;17,0005
0,224629;33,5191;17,0942
0,22224;33,1693;17,1664
0,222154;33,1732;17,0186
0,220023;32,8384;17,0272
0,220734;32,9412;17,0795
0,219621;32,8169;17,0075
0,217897;32,5287;17,0572
0,217221;32,4789;16,9444
0,215435;32,2065;16,767
0,2171;32,4727;16,6946
0,218009;32,624;16,7722
0,22021;32,9907;16,8348
0,220005;32,9754;16,8192
0,218986;32,8282;16,9057
0,218256;32,7177;16,8812
0,218003;32,659;16,8792
0,217574;32,6208;16,8768
0,216817;32,4955;16,9823
0,216489;32,4041;16,8939
0,214443;32,0764;16,972
0,213668;31,9509;17,0519
0,2162;32,376;17,068
0,217636;32,6324;17,0969
0,219698;32,9657;17,0092
0,217461;32,6224;16,9767
0,214883;32,2131;17,0457
0,214552;32,1881;17,0368
0,21467;32,2058;17,1083
0,215412;32,3322;17,0887
0,21613;32,4563;17,1167
0,216554;32,5361;17,0996
0,212783;31,9451;17,1623
0,211019;31,6644;17,129
0,211081;31,6907;17,0942
0,209948;31,4807;17,042
0,213083;31,8974;16,9372
0,212961;31,8707;16,9164
0,212684;31,7739;16,8586
0,213479;31,8532;16,7292
0,213764;31,9011;16,6274
0,213358;31,8469;16,5377
0,214308;32,0165;16,5092
0,213998;31,9606;16,138
0,213324;31,8056;16,3746
0,212702;31,683;16,3611
0,213669;31,8099;16,4721
0,214045;31,8703;16,4179
0,214989;32,0183;16,2699
0,214821;32,0942;16,1695
0,215937;32,2934;16,1758
0,21762;32,5669;16,3051
0,216692;32,4171;16,2857
0,215345;32,1995;16,2659
0,217333;32,4608;16,1604
0,215477;32,1998;16,1141
0,214149;32,0142;16,1696
0,212117;31,7221;16,132
0,212242;31,7768;16,0767
0,210021;31,478;16,1739
0,209398;31,3992;16,1243
0,205605;30,8181;16,1075
0,204231;30,5867;16,0165
0,206001;30,8795;15,9234
0,205948;30,8634;15,975
0,210667;31,5758;15,9273
0,207619;31,1667;15,9017
0,208134;31,2513;16,0879
0,207628;31,1608;15,9891
0,208009;31,2221;16,0641
0,207933;31,1951;16,0527
0,205982;30,9169;16,1466
0,208289;31,2538;16,1978
0,207366;31,135;16,2541
0,207665;31,1944;16,3005
0,207094;31,121;16,271
0,206091;30,9744;16,2387
0,206702;31,0777;16,2713
0,206778;31,0994;16,2573
0,207313;31,2017;16,2455
0,207067;31,1667;16,172
0,205738;30,9738;16,1616
0,206307;31,0791;16,0961
0,205411;30,9493;16,066
0,204763;30,7964;16,0248
0,204463;30,7195;15,9344
0,205236;30,7823;16,0464
0,205378;30,9084;16,0767
0,206559;31,1171;16,0845
0,207861;31,3039;16,0507
0,207503;31,2499;16,1469
0,209052;31,478;16,0193
0,208615;31,4373;15,9952
0,209122;31,5252;15,8766
0,208052;31,3743;16,0192
0,207939;31,3666;16,0203
0,208067;31,3817;16,0272
0,208953;31,5195;15,9926
0,20765;31,3033;15,9817
0,208907;31,5146;16,0467
0,208854;31,4962;16,0557
0,209522;31,6053;16,1299
0,210314;31,7164;16,2789
0,210795;31,7267;16,3739
0,210921;31,6919;16,3238
0,211013;31,7184;16,3515
0,210354;31,6677;16,4364
0,209097;31,4263;16,389
0,209137;31,4218;16,3726
0,207552;31,1525;16,4739
0,207529;31,1325;16,4141
0,206801;31,0201;16,3035
0,20604;30,941;16,2855
0,207053;31,1408;16,1792
0,20663;31,0565;16,1709
0,204697;30,811;16,1716
0,204764;30,8365;16,12
0,205762;30,994;16,1318
0,204909;30,8235;16,0517
0,205687;30,9107;16,0755
0,206103;30,967;16,1202
0,205585;30,8686;16,1911
0,204534;30,7506;16,1314
0,2042;30,7321;16,0058
0,203277;30,6034;15,8473
0,20382;30,6892;15,7794
0,204103;30,7696;15,5737
0,205538;30,9859;15,7503
0,204166;30,7606;15,6097
0,204448;30,7592;15,382
0,204428;30,7194;15,3026
0,20475;30,8046;15,4087
0,203361;30,5926;15,4087
0,203354;30,615;15,153
0,2028;30,4808;15,2357
0,202107;30,3727;15,2875
0,202107;30,3727;15,1948
0,201761;30,4215;15,1937
0,201159;30,365;15,1226
0,200362;30,2537;15,1321
0,200395;30,2607;14,9704
0,200514;30,2556;15,1127
0,201233;30,3399;15,0675
0,201228;30,3431;14,8975
0,200388;30,2065;14,9457
0,201015;30,297;14,8999
0,200345;30,195;15,2735
0,200333;30,2292;15,8584
0,200005;30,1648;15,54
0,19937;30,0451;15,5974
0,199663;30,0782;15,5356
0,19985;30,1513;15,6065
0,198991;30,0277;15,6186
0,19898;30,0161;15,542
0,198791;29,9966;15,6157
0,198508;29,9251;15,6558
0,20008;30,1231;15,6811
0,199062;29,9598;15,8524
0,199665;30,0496;15,8842
0,200429;30,1575;16,1059
0,200259;30,159;16,0865
0,20048;30,1713;16,1689
0,199829;30,0692;16,2381
0,199849;30,0773;16,1513
0,200159;30,1139;16,2062
0,200178;30,1258;16,3082
0,200118;30,1277;16,0718
0,199769;30,0502;16,247
0,201182;30,2337;16,1053
0,202074;30,3596;16,3119
0,201889;30,3368;16,3712
0,203587;30,5889;16,4273
0,203565;30,6202;16,3096
0,202936;30,5124;16,3959
0,203447;30,6381;16,5791
0,204198;30,787;16,423
0,203597;30,6963;16,2105
0,203181;30,6214;16,3519
0,204018;30,7628;16,3677
0,204003;30,7576;16,5144
0,203844;30,7499;16,3991
0,203625;30,7209;16,3073
0,204057;30,7769;16,1413
0,203805;30,7196;16,2401
0,205037;30,8908;16,1623
0,204358;30,8285;16,0631
0,205081;30,9446;15,9934
0,204639;30,8923;16,1717
0,204905;30,9325;16,2843
0,203753;30,7585;16,4489
0,20469;30,8734;16,2963
0,204513;30,863;16,4
0,205518;30,9962;16,6715
0,206;31,0834;16,5776
0,206186;31,1093;16,7634
0,206276;31,1178;16,9193
0,208099;31,3918;16,9879
0,210207;31,7203;16,9123
0,209533;31,6207;16,8077
0,209457;31,6144;16,9121
0,206721;31,2086;16,8882
0,205403;31,0036;16,892
0,204607;30,8814;16,8403
0,204975;30,9308;16,6881
0,207332;31,3051;16,7184
0,20819;31,4512;16,7112
0,206848;31,232;16,6243
0,210006;31,7151;16,6122
0,208196;31,4605;16,7853
0,208835;31,5664;16,8299
0,209414;31,6414;16,8349
0,209182;31,5917;16,8067
0,207321;31,3169;17,0894
0,206527;31,2196;16,9948
0,206644;31,2559;16,9559
0,205313;31,0433;16,841
0,205854;31,0839;16,9715
0,205821;31,0789;16,8067
0,20584;31,0829;16,818
0,207669;31,3777;16,7482
0,206932;31,2778;16,5814
0,207885;31,4281;16,5876
0,207857;31,4166;16,4687
0,207894;31,3931;16,3273
0,207554;31,3406;16,4177
0,206607;31,177;16,467
0,20702;31,228;16,351
0,208694;31,4711;16,3729
0,207737;31,3164;16,3488
0,207521;31,3025;16,4834
0,208011;31,3784;16,5927
0,208813;31,5203;16,6224
0,208786;31,5893;16,6587
0,209922;31,7979;16,5598
0,211682;32,0487;16,5306
0,210343;31,8344;16,5247
0,211309;31,9816;16,5169
0,212346;32,1385;16,4205
0,212951;32,2397;16,4475
0,213434;32,3246;16,1332
0,213829;32,3951;16,2745
0,213481;32,3467;16,2074
0,210198;31,8029;16,112
0,209247;31,679;16,1062
0,21066;31,8824;16,026
0,212294;32,1201;15,9327
0,215862;32,7041;15,8481
0,215971;32,7433;15,8492
0,217297;32,9097;15,8187
0,215905;32,714;15,9331
0,216737;32,8876;16,145
0,216621;32,8766;16,091
0,215673;32,709;16,0163
0,216379;32,8517;16,1333
0,21691;32,9475;16,2068
0,21857;33,2204;16,1753
0,218132;33,1605;16,0515
0,21839;33,2247;15,945
0,219008;33,321;16,0312
0,217288;33,0842;16,1894
0,216052;32,9112;16,2072
0,214055;32,5867;16,1661
0,214052;32,6429;16,3833
0,213691;32,622;16,5083
0,213109;32,5417;16,5667
0,212358;32,4526;16,5441
0,211971;32,3998;16,596
0,212022;32,4288;16,7208
0,211196;32,3236;16,7336
0,210884;32,3106;16,8586
0,211165;32,3462;16,9218
0,212359;32,5376;16,9178
0,212952;32,6371;16,627
0,214448;32,8556;16,6584
0,214561;32,8901;16,6903
0,215164;33,033;16,8306
0,214591;32,9741;16,7495
0,21527;33,0978;16,728
0,213722;32,8811;16,7222
0,214377;32,939;16,7897
0,215193;32,9848;16,7288
0,215231;32,9401;16,7579
0,215127;32,8606;16,685
0,214539;32,891;16,7262
0,215894;33,0426;16,6095
0,216905;33,1583;16,671
0,216042;33,0004;16,7463
0,215787;32,9421;16,6506
0,215822;32,9226;16,5606
0,216404;33,0006;16,5727
0,216271;32,9737;16,6103
0,217723;33,1908;16,6966
0,217126;33,0552;16,8119
0,216462;32,9564;17,098
0,21741;33,1224;17,2253
0,217787;33,1798;17,2668
0,21693;33,1783;17,2053
0,216899;33,2474;17,0222
0,217051;33,2522;17,0414
0,21768;33,3693;17,1515
0,218458;33,4656;16,9533
0,218307;33,3901;16,8393
0,21855;33,4338;17,0487
0,217529;33,3243;17,0769
0,215347;33,06;17,1271
0,21456;32,9629;17,4586
0,21309;32,6731;17,3804
0,213558;32,7406;17,2577
0,210473;32,2907;17,2443
0,210729;32,3237;17,217
0,210134;32,245;17,2915
0,206533;31,5892;17,1951
0,207362;31,7326;17,0566
0,208566;31,9106;17,165
0,207952;31,8167;17,3433
0,207811;31,9343;17,2849
0,209539;32,1736;17,3721
0,210388;32,3451;17,3431
0,211209;32,4839;17,4843
0,209895;32,2965;17,5099
0,209631;32,2979;17,5352
0,208475;32,125;17,4708
0,208201;32,1005;17,6473
0,209288;32,2931;17,658
0,209187;32,2984;17,7097
0,209747;32,3619;17,814
0,209712;32,3564;18,0328
0,209089;32,2133;17,9655
0,210204;32,2663;18,1318
0,20983;32,2676;18,2328
0,21022;32,2561;18,2892
0,208525;32,0816;18,24
0,206792;31,846;18,4426
0,207158;31,9013;18,6569
0,207651;31,9346;18,7703
0,20641;31,7448;19,0216
0,20587;31,6618;19,3822
0,205905;31,6775;19,5031
0,206069;31,8119;19,093
0,206894;31,9445;19,8566
0,207718;32,0613;20,1406
0,208014;32,0758;21,058
0,20856;32,1808;20,4094
0,210003;32,3509;20,2423
0,211009;32,4511;20,5126
0,210741;32,3803;20,5138
0,2119;32,5479;21,1025
0,213346;32,6622;21,2084
0,214065;32,8076;21,1116
0,214324;32,8184;21,1321
0,213448;32,6874;20,911
0,213195;32,6807;20,6087
0,212404;32,5658;20,13
0,213066;32,6098;20,1369
0,214089;32,7417;20,8997
0,216051;33,018;21,5037
0,215308;32,9055;22,2924
0,214703;32,7733;23,2997
0,2156;32,9879;22,8859
0,215073;33,0041;24,2777
0,215318;33,1332;23,5416
0,215663;33,1916;23,7284
0,214843;33,1482;23,4063
0,215317;33,246;23,9652
0,215289;33,2632;23,9449
0,214698;33,114;24,2416
0,213609;32,9514;25,0272
0,212694;32,7782;25,3052
0,212289;32,7848;25,9997
0,211806;32,7315;28,6812
0,212329;32,7518;25,6037
0,213369;32,8663;26,1337
0,213352;32,8658;24,3561
0,213351;32,8646;23,5514
0,213836;32,9404;23,4947
0,214257;32,9527;22,6568
0,214628;32,9798;22,4382
0,214403;32,9506;24,3859
0,212052;32,6284;24,2723
0,211894;32,6487;24,1789
0,212356;32,671;24,1789
0,212216;32,6282;27,3301
0,213088;32,7292;28,4397
0,21176;32,6587;28,6935
0,21176;32,6587;28,4871
0,214573;33,1547;28,2382
0,214836;33,2062;27,8258
0,214101;33,1204;27,8099
0,214789;33,2386;28,0225
0,215132;33,3562;27,8014
0,215215;33,4013;27,2482
0,215448;33,4343;27,8258
0,216646;33,6429;28,8318
0,217775;33,8161;28,4416
0,218276;33,8688;28,615
0,219542;34,0334;28,606
0,220648;34,26;28,7274
0,223462;34,7093;28,0749
0,222963;34,625;27,2253
0,222265;34,5633;28,0389
0,226691;35,2448;27,1124
0,226231;35,18;26,376
0,226524;35,2347;26,4914
0,227763;35,4502;26,4551
0,224601;34,9592;26,4874
0,223329;34,7287;26,3113
0,222515;34,6044;25,5195
0,223266;34,7636;25,6261
0,223678;34,7964;25,3268
0,188347;34,7595;25,5
0,188908;34,8611;25,1933
0,191079;35,2559;25,6154
0,190148;35,0976;25,4703
0,190964;35,2386;24,4309
0,192793;35,5857;24,5185
0,192845;35,767;24,7071
0,193413;35,6828;24,8238
0,192295;35,5112;24,295
0,192869;35,5669;24,0383
0,193685;35,7872;23,0302
0,195924;36,0501;23,205
0,196347;36,1847;23,9739
0,198605;36,3784;23,5592
0,199335;36,3208;23,6616
0,198084;36,0849;23,7213
0,198402;36,1251;23,5646
0,199137;36,2618;23,4333
0,199893;36,4015;23,0074
0,200233;36,4865;23,1301
0,200184;36,4566;22,9598
0,20127;36,6391;23,0502
0,201271;36,6505;22,4434
0,200185;36,4487;21,7211
0,198929;36,207;22,0479
0,198255;36,1081;22,3675
0,199688;36,4022;22,0771
0,198389;36,1663;22,362
0,197101;35,9316;21,9666
0,194697;35,4494;21,8779
0,195393;35,581;21,9975
0,196029;35,6871;21,4227
0,195537;35,6053;20,8639
0,192344;35,024;20,204
0,19368;35,2517;19,4388
0,195118;35,5154;19,8283
0,194964;35,501;19,4517
0,194846;35,4679;18,698
0,195284;35,5475;18,3438
0,196365;35,7493;18,808
0,195337;35,5581;19,1634
0,195682;35,6239;19,9353
0,197677;35,989;19,9463
0,19752;35,9635;18,8946
0,198184;36,0813;18,549
0,197351;35,9287;18,8448
0,195215;35,5389;19,4352
0,195902;35,6688;19,4007
0,195998;35,6785;19,2229
0,195932;35,6625;19,0439
0,196034;35,683;18,483
0,197406;35,9289;18,5843
0,197866;36,0245;18,8806
0,196107;35,6983;18,9201
0,196219;35,7227;18,6459
0,196848;35,8381;19,0561
0,195907;35,655;19,3311
0,19498;35,4971;19,0293
0,192443;35,0343;19,0118
0,193425;35,2091;19,1103
0,191637;34,8789;19,4697
0,190635;34,709;19,1419
0,190584;34,7005;19,1267
0,191043;34,7794;19,1165
0,190708;34,7394;19,3594
0,189785;34,6007;19,6759
0,189203;34,5078;19,8589
0,18777;34,2802;19,722
0,187636;34,3139;19,9326
0,186061;34,0771;19,7834
0,185746;34,2571;20,3874
0,187463;34,4895;21,0503
0,188828;34,6481;20,2594
0,189303;34,7352;20,283
0,190098;34,8887;20,0175
0,190798;35,0115;19,856
0,191498;35,1398;20,2025
0,190214;34,9043;19,6921
0,188863;34,6573;19,6801
0,187086;34,3303;19,6776
0,187282;34,3681;19,7709
0,187045;34,3227;19,9259
0,188357;34,5654;20,2571
0,189667;34,8095;20,1952
0,189762;34,8232;20,4634
0,186924;34,3025;20,6039
0,187559;34,419;20,6409
0,186821;34,2797;20,7743
0,185189;33,9812;20,6906
0,184759;33,907;20,607
0,183908;33,7508;20,6502
0,183243;33,6306;20,945
0,184418;33,8434;21,3147
0,186506;34,2275;21,2113
0,186616;34,2496;21,2867
0,186318;34,1949;21,252
0,187029;34,3236;21,2932
0,188357;34,5691;21,5717
0,187561;34,4258;21,4637
0,185689;34,0758;21,5029
0,184379;33,8353;21,4629
0,185573;34,0582;21,2732
0,186984;34,3135;21,2371
0,187264;34,3723;21,1275
0,187386;34,3853;21,0657
0,189603;34,7998;21,242
0,19157;35,1627;21,3899
0,191184;35,09;21,7805
0,19091;35,0387;21,5958
0,18967;34,8101;21,327
0,191138;35,0786;21,6223
0,191006;35,0535;22,4922
0,192588;35,3457;22,7019
0,194169;35,6339;22,5007
0,194656;35,7271;22,9061
0,19364;35,4438;22,9541
0,196239;35,7272;23,1299
0,195872;35,6605;22,8277
0,196675;35,7987;23,416
0,198408;36,1102;22,9617
0,199163;36,2496;22,9271
0,200264;36,4461;23,0111
0,198052;36,0475;22,9169
0,19828;36,089;22,7169
0,199023;36,2222;22,4776
0,198008;36,0395;23,4175
0,197799;36,0014;24,0307
0,197958;36,0294;23,8642
0,19836;36,1094;23,5963
0,198989;36,224;23,2113
0,199581;36,3317;22,8055
0,197774;36,0027;22,8289
0,198462;36,1201;22,4137
0,198548;36,1358;22,6218
0,198548;36,1397;22,6424
0,199469;36,3053;22,7413
0,20291;36,9316;22,6401
0,204926;37,2945;22,7875
0,205198;37,348;22,5114
0,205091;37,3183;22,5072
0,202208;36,8038;22,3803
0,202862;36,9219;22,2082
0,203767;37,0866;22,0369
0,203435;37,0261;21,8324
0,204311;37,1693;21,6754
0,205356;37,3758;21,9151
0,206955;37,6545;22,0067
0,208778;37,9861;22,0333
0,212734;38,7058;21,8072
0,210878;38,3724;21,7832
0,211168;38,4209;21,6956
0,211126;38,4134;21,5438
0,212032;38,5782;21,7419
0,212603;38,6672;21,7196
0,211041;38,383;21,5307
0,210565;38,3007;21,7679
0,212859;38,7243;21,891
0,216535;39,3866;21,7488
0,216471;39,3836;21,3453
0,21804;39,6604;21,1856
0,217407;39,5474;21,0895
0,218199;39,698;20,9215
0,219869;39,982;21,1107
0,218607;39,7417;21,4382
0,219868;39,9819;21,5003
0,219858;39,98;21,1801
0,221185;40,2125;21,2889
0,221804;40,3251;21,4248
0,222903;40,5304;21,5337
0,225518;40,9416;21,7533
0,224482;40,7457;21,5952
0,226087;41,045;21,5858
0,225187;40,8815;21,9209
0,226527;41,0501;22,5111
0,226381;40,9671;21,917
0,229322;41,4958;22,0361
0,230976;41,8101;22,7044
0,231747;41,9497;22,5883
0,234328;42,3934;22,0734
0,23576;42,6525;22,1599
0,23986;43,3943;22,1653
0,232011;41,9627;22,1312
0,245415;44,3993;22,2814
0,24976;45,1854;22,72
0,264662;47,8774;23,1868
0,253669;45,8926;23,0806
0,253998;45,952;22,7471
0,256088;46,3379;22,5709
0,254994;46,1233;22,7442
0,262001;47,392;22,8045
0,261558;47,3329;23,0652
0,259607;46,9797;22,954
0,259946;47,0294;22,7121
0,258087;46,7047;22,68
0,252767;45,7926;22,5988
0,24748;44,7852;22,8786
0,248231;44,9758;22,854
0,256602;46,4244;23,1962
0,263404;47,6629;23,513
0,272542;49,322;23,4842
0,285327;51,8068;23,7382
0,280292;50,7678;23,8031
0,299601;54,3821;23,8112
0,289086;52,6932;23,7567
0,292586;53,1088;23,6684
0,293465;53,3079;23,7718
0,298251;54,2116;23,7723
0,298604;54,2758;23,7762
0,301476;54,7932;24,0152
0,312997;56,8919;24,3169
0,320936;58,3461;24,4981
0,333113;61,1512;24,3933
0,36925;67,7851;24,23
0,327282;59,6029;23,7972
0,333219;60,6825;24,0837
0,310321;56,494;24,2237
0,299639;54,5687;24,9369
0,298926;54,4913;25,0758
0,288298;52,6159;24,9863
0,285112;52,0343;24,9863
0,310567;56,6801;25,1135
0,308257;56,2584;25,1904
0,308143;56,2376;25,3306
0,308143;56,2376;25,2676
0,341506;62,7363;25,2215
0,353077;64,8425;25,8997
0,359709;66,0983;25,9159
0,352443;64,8337;26,0478
0,354292;65,1738;27,4881
0,353202;64,9732;26,7421
0,353522;64,9862;25,834
0,355731;65,5558;27,0008
0,355222;65,4;26,2361
0,34405;63,393;25,9074
0,355319;65,5937;25,3464
0,367354;67,8153;25,6585
0,363753;67,1506;26,416
0,37231;68,7303;26,7831
0,373711;68,9291;26,223
0,377368;69,664;26,5048
0,367063;67,7727;26,3567
0,353949;65,447;26,6271
0,371002;68,6113;27,0035
0,357174;66,0432;26,9142
0,355087;65,7817;27,1871
0,353671;65,4469;26,4375
0,356678;66,0585;25,7706
0,356841;66,0994;26,1611
0,351399;65,0862;25,4881
0,338345;62,6632;25,6847
0,339274;62,8353;26,1325
0,337097;62,4001;25,9725
0,335642;62,1307;26,0309
0,333334;61,7235;25,6658
0,342973;63,5083;25,6226
0,338108;62,5906;25,1148
0,327503;60,7109;25,0248
0,330663;61,2718;25,2313
0,335978;62,2248;25,0729
0,336798;62,3649;24,8652
0,334728;61,8745;24,6209
0,333643;61,8457;24,4511
0,323216;59,9938;24,3693
0,327538;60,6649;24,4942
0,338151;62,6797;24,3923
0,328889;60,9595;24,0291
0,330816;61,3167;23,9136
0,33503;62,1497;23,9518
0,332863;61,751;23,5302
0,330942;61,3483;23,56
0,322269;59,8308;23,9491
0,322894;60,0341;23,7868
0,319572;59,4452;23,5497
0,315948;58,771;23,9239
0,308512;57,3879;23,8727
0,304403;56,4271;23,9771
0,310942;57,7279;23,7575
0,314654;58,4643;24,3348
0,310447;57,65;24,3617
0,314236;58,3536;24,0384
0,306754;56,9902;23,855
0,305479;56,7534;23,6226
0,304202;56,5161;23,6256
0,298009;55,3328;23,4619
0,290804;54,027;23,0953
0,283003;52,5424;23,242
0,275002;51,0678;23,0976
0,282134;52,422;23,8932
0,279623;51,9749;23,1414
0,271589;50,5033;23,2933
0,267328;49,6749;23,0235
0,271913;50,5295;23,4133
0,277291;51,5207;23,3812
0,290223;53,9728;23,4033
0,288672;53,6555;23,1046
0,277619;51,6011;23,0857
0,270438;50,2473;22,9361
0,276983;51,469;23,1313
0,281477;52,3041;22,585
0,278257;51,7029;22,6061
0,275236;51,1388;22,5604
0,27858;51,7574;22,2957
0,268979;49,9816;22,0617
0,271052;50,3615;21,9345
0,273134;50,7511;21,8748
0,27407;50,914;21,7798
0,266469;49,5366;21,8255
0,269298;50,0774;22,1308
0,268915;50,0115;22,2968
0,264895;49,2175;22,4946
0,264681;49,1777;22,2992
0,267987;49,7919;22,3691
0,268656;49,9204;22,1865
0,267977;49,7901;22,4401
0,268338;49,8613;22,3252
0,270819;50,3223;22,3156
0,274562;51,0178;22,5938
